label,accuracy,precision,recall,f1_score,roc_auc,train_time_sec,predict_time_sec
"KNN (k=25, from scratch)",0.7532467532467533,0.6818181818181818,0.5555555555555556,0.6122448979591836,0.8147222222222222,1.430511474609375e-06,0.008395195007324219
"KNN (k=25, sklearn)",0.7532467532467533,0.6818181818181818,0.5555555555555556,0.6122448979591836,0.8147222222222222,0.0013189315795898438,0.005908489227294922
